"manufacturer","productName","releaseYear","memSize","gpuClock","tmu","rop","igp","bus","gpuChip"
"ATI","FirePro M7820","2010",1.024,300,12,4,"Yes","IGP","Picasso"
"ATI","FirePro M5800","2010",1.024,300,12,4,"Yes","IGP","Picasso"
"AMD","Radeon HD 6370M","2010",1.024,425,1,1,"Yes","PCI","C61"
"AMD","Radeon HD 6350M","2010",1.024,425,1,1,"Yes","PCI","C51"
"AMD","Radeon HD 6330M","2010",1.024,475,1,1,"Yes","PCI","C51"
"ATI","Radeon HD 5450 PCIe x1","2010",0.512,425,1,1,"Yes","PCI","C61"
"ATI","Radeon HD 5450 PCI","2010",0.512,425,1,1,"Yes","PCI","C61"
"ATI","Radeon HD 5450","2010",0.512,425,1,1,"Yes","PCI","C61"
"ATI","Radeon HD 3570","2010",0.512,425,1,1,"Yes","PCI","C61"
"NVIDIA","Quadro FX 380M","2010",0.512,425,1,1,"Yes","PCI","C51"
"NVIDIA","NVS 3100M","2010",0.512,425,2,1,"Yes","PCI","C51"
"NVIDIA","NVS 2100M","2010",0.512,300,2,2,"Yes","AGP 4x","RS350"
"ATI","Mobility Radeon HD 5470","2010",0.512,300,2,2,"Yes","AGP 4x","RS300"
"ATI","Mobility Radeon HD 545v","2010",0.512,222,2,2,"Yes","AGP 4x","RS350"
"ATI","Mobility Radeon HD 5450","2010",1.024,300,2,2,"Yes","AGP 8x","RS300"
"ATI","Mobility Radeon HD 5450","2010",1.024,300,2,2,"Yes","AGP 4x","RC300"
"ATI","Mobility Radeon HD 5430","2010",1.024,183,3,1,"Yes","AGP 4x","RS250"
"ATI","Mobility Radeon HD 540v","2010",0.512,200,1,1,"Yes","FSB","Montara"
"ATI","Mobility Radeon HD 530v","2010",0.512,200,2,1,"Yes","FSB","Springdale"
"ATI","Mobility Radeon HD 5145","2010",1.024,200,1,1,"Yes","FSB","Montara"
"ATI","Mobility Radeon HD 4550","2010",0.512,183,2,2,"Yes","AGP 4x","RS200"
"NVIDIA","GeForce GT 430 PCI","2010",0.512,183,2,2,"Yes","AGP 4x","RS200"
"NVIDIA","GeForce GT 430","2010",0.512,183,2,2,"Yes","AGP 4x","RS200"
"NVIDIA","GeForce 8400 GS Rev. 3","2010",0.512,183,2,2,"Yes","AGP 4x","RS200"
"NVIDIA","GeForce 405 OEM","2010",0.512,183,2,2,"Yes","AGP 4x","RS200"
"NVIDIA","GeForce 405 OEM","2010",0.512,160,1,1,"Yes","AGP 4x","RS100"
"NVIDIA","GeForce 315 OEM","2010",0.512,160,1,1,"Yes","AGP 4x","RS100"
"NVIDIA","GeForce 310M","2010",0.512,100,1,1,"Yes","FSB","Almador"
"NVIDIA","GeForce 310M","2010",1.024,200,4,2,"Yes","AGP 4x","Crush17"
"NVIDIA","GeForce 310M","2010",0.512,200,1,1,"Yes","FSB","Brookdale"
"NVIDIA","GeForce 305M","2010",0.512,166,1,1,"Yes","FSB","Almador"
"ATI","FirePro V3800","2010",0.512,175,4,2,"Yes","AGP 4x","Crush11"
"AMD","FirePro M3900","2010",1.024,175,4,2,"Yes","AGP 4x","Crush11"
"NVIDIA","Quadro FX 3800","2009",1.024,300,56,24,"Yes","Ring Bus","Meteor Lake GT1"
"AMD","Radeon HD 6570M Mac Edition","2009",1.024,300,12,4,"Yes","IGP","Picasso"
"ATI","Radeon HD 5770","2009",1.024,350,24,3,"Yes","Ring Bus","Coffee Lake GT2"
"ATI","Radeon HD 5750","2009",1.024,350,24,3,"Yes","Ring Bus","Coffee Lake GT2"
"ATI","Radeon HD 4810","2009",0.512,350,24,3,"Yes","Ring Bus","Coffee Lake GT2"
"ATI","Radeon HD 4770","2009",0.512,300,24,3,"Yes","Ring Bus","Whiskey Lake GT2"
"ATI","Radeon HD 4750","2009",0.512,300,24,3,"Yes","Ring Bus","Amber Lake GT2"
"ATI","Radeon HD 4730","2009",0.512,300,24,3,"Yes","Ring Bus","Amber Lake GT2"
"ATI","Radeon HD 4670 AGP","2009",1.024,300,12,4,"Yes","IGP","Raven"
"ATI","Radeon HD 4570 Rebrand","2009",1.024,300,12,4,"Yes","IGP","Raven"
"ATI","Radeon HD 3610","2009",0.512,300,12,4,"Yes","IGP","Raven"
"ATI","Radeon E4690 PCIe","2009",0.512,300,12,4,"Yes","IGP","Raven"
"ATI","Radeon E4690 MXM","2009",0.512,350,24,3,"Yes","Ring Bus","Coffee Lake GT2"
"ATI","Radeon E4690 MXM","2009",0.512,300,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"NVIDIA","Quadro FX 580","2009",0.512,200,12,8,"Yes","IGP","Stoney"
"NVIDIA","Quadro FX 380","2009",0.256,200,12,8,"Yes","IGP","Stoney"
"NVIDIA","Quadro FX 1800M","2009",1.024,350,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"ATI","Mobility Radeon HD 4860","2009",1.024,350,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"ATI","Mobility Radeon HD 4830","2009",1.024,350,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"ATI","Mobility Radeon HD 4670 Mac Edition","2009",0.256,300,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"ATI","Mobility Radeon HD 4670","2009",0.512,300,24,3,"Yes","Ring Bus","Kaby Lake GT2"
"ATI","Mobility Radeon HD 4650","2009",0.512,350,16,3,"Yes","Ring Bus","Skylake GT2"
"ATI","Mobility FireGL V5725","2009",0.256,350,24,3,"Yes","Ring Bus","Skylake GT2"
"NVIDIA","GeForce GTS 260M","2009",1.024,350,24,3,"Yes","Ring Bus","Skylake GT2"
"NVIDIA","GeForce GTS 250M","2009",1.024,300,24,3,"Yes","Ring Bus","Skylake GT2"
"NVIDIA","GeForce GT 320M","2009",0.512,300,24,3,"Yes","Ring Bus","Skylake GT2"
"NVIDIA","GeForce GT 240M","2009",1.024,533,12,8,"Yes","IGP","Spectre SL"
"NVIDIA","GeForce GT 240","2009",1.024,756,8,4,"Yes","IGP","GK20A"
"NVIDIA","GeForce GT 230M","2009",1.024,700,24,3,"Yes","Ring Bus","Broadwell GT2"
"NVIDIA","GeForce GT 220M","2009",0.512,300,24,3,"Yes","Ring Bus","Broadwell GT2"
"NVIDIA","GeForce GT 220 OEM","2009",0.512,300,24,3,"Yes","Ring Bus","Broadwell GT2"
"NVIDIA","GeForce GT 220","2009",0.512,300,24,3,"Yes","Ring Bus","Broadwell GT2"
"NVIDIA","GeForce GT 130M","2009",1.024,800,12,4,"Yes","IGP","Scrapper"
"NVIDIA","GeForce GT 120M","2009",1.024,533,12,4,"Yes","IGP","Scrapper"
"NVIDIA","GeForce GT 120 OEM","2009",0.512,450,12,4,"Yes","IGP","Scrapper"
"NVIDIA","GeForce GT 120 Mac Edition","2009",0.512,760,12,4,"Yes","IGP","Scrapper"
"ATI","FirePro V7750","2009",1.024,496,12,4,"Yes","IGP","Scrapper"
"ATI","FirePro M7740","2009",1.024,327,12,4,"Yes","IGP","Scrapper"
"ATI","Radeon HD 4520","2009",0.512,133,1,1,"Yes","FSB","Solano"
"ATI","Radeon HD 4250","2009",0.512,133,1,1,"Yes","FSB","Whitney"
"ATI","Radeon HD 3410","2009",0.256,100,1,1,"Yes","AGP 2x","Portola"
"NVIDIA","Quadro NVS 420","2009",0.256,66,1,1,"Yes","AGP 2x","Auburn"
"ATI","Radeon HD 3870","2007",0.512,400,48,32,"Yes","PCIe 4.0 x8","Phoenix"
"ATI","Radeon HD 3850","2007",0.512,800,48,32,"Yes","PCIe 4.0 x8","Phoenix"
"ATI","Radeon HD 2900 PRO","2007",0.512,800,48,32,"Yes","PCIe 4.0 x8","Phoenix"
"ATI","Radeon HD 2900 GT","2007",0.256,2000,48,32,"Yes","PCIe 4.0 x8","Rembrandt+"
"NVIDIA","Quadro FX 3500M","2007",0.512,300,48,24,"Yes","Ring Bus","Raptor Lake GT1"
"NVIDIA","Quadro FX 1700","2007",0.512,2000,48,32,"Yes","PCIe 4.0 x8","Rembrandt"
"ATI","Mobility Radeon X1900","2007",0.256,300,48,24,"Yes","Ring Bus","Alder Lake GT1"
"NVIDIA","GeForce 8800M GTX","2007",0.512,300,48,24,"Yes","Ring Bus","Tiger Lake GT2"
"ATI","Radeon X1700 FSC","2007",0.256,350,23,3,"Yes","Ring Bus","Comet Lake GT2"
"ATI","Radeon X1650 GTO","2007",0.256,350,23,3,"Yes","Ring Bus","Coffee Lake GT2"
"ATI","Radeon X1650 GT","2007",0.128,350,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1650 AGP","2007",0.256,350,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1650","2007",0.256,350,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1600 PRO AGP","2007",0.256,400,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1600","2007",0.512,200,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1550","2007",0.256,200,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1550","2007",0.256,200,20,2,"Yes","Ring Bus","Haswell GT2"
"ATI","Radeon X1050 AGP","2007",0.128,593,8,4,"Yes","IGP","SuperSumo"
"ATI","Radeon HD 2600 XT X2","2007",0.512,444,8,4,"Yes","IGP","SuperSumo"
"ATI","Radeon HD 2600 XT AGP","2007",0.256,400,8,4,"Yes","IGP","SuperSumo"
"ATI","Radeon HD 2600 XT AGP","2007",0.256,444,8,4,"Yes","IGP","SuperSumo"
"ATI","FireMV 2250 PCIe x1","2007",0.256,200,18,3,"Yes","Ring Bus","Gemini Lake GT1.5"
"ATI","FireMV 2250","2007",0.256,200,18,3,"Yes","Ring Bus","Apollo Lake GT1.5"
"NVIDIA","Quadro FX 550M","2006",0.512,300,8,4,"Yes","Ring Bus","Raptor Lake GT1"
"NVIDIA","Quadro FX 550","2006",0.128,300,8,4,"Yes","Ring Bus","Raptor Lake GT1"
"NVIDIA","Quadro FX 350M","2006",0.256,400,8,4,"Yes","PCIe 4.0 x8","Dragon Range"
"NVIDIA","Playstation 3 GPU 90nm","2006",0.256,300,8,8,"Yes","Ring Bus","Alder Lake GT1"
"Matrox","Parhelia APVe","2006",0.128,300,8,4,"Yes","Ring Bus","Alder Lake GT1"
"ATI","Mobility Radeon X1700","2006",0.256,400,8,8,"Yes","PCIe 4.0 x8","Raphael"
"ATI","Mobility Radeon X1600","2006",0.256,1500,8,4,"Yes","PCIe 4.0 x8","Mendocino"
"ATI","Mobility Radeon X1450","2006",0.128,300,8,8,"Yes","Ring Bus","Rocket Lake GT1"
"ATI","Mobility Radeon X1400","2006",0.128,640,16,16,"Yes","IGP","GM20B"
"ATI","Mobility Radeon X1300","2006",0.128,200,8,4,"Yes","IGP","Stoney"
"ATI","Mobility FireGL V5200","2006",0.256,200,8,4,"Yes","IGP","Stoney"
"NVIDIA","GeForce Go 7700","2006",0.512,351,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce Go 7600 GT","2006",0.256,600,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce Go 7600","2006",0.256,300,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce 7650 GS","2006",0.256,497,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce 7600 LE","2006",0.256,200,16,2,"Yes","Ring Bus","Braswell GT1"
"NVIDIA","GeForce 7600 GT Mac Edition","2006",0.256,800,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce 7600 GT","2006",0.256,800,8,4,"Yes","IGP","Beema"
"NVIDIA","GeForce 7600 GS AGP","2006",0.256,300,8,4,"Yes","IGP","Kalindi"
"NVIDIA","GeForce 7600 GS AGP","2006",0.256,600,8,4,"Yes","IGP","Kalindi"
"NVIDIA","GeForce 7600 GS","2006",0.256,600,8,4,"Yes","IGP","Kalindi"
"NVIDIA","GeForce 7300 GT Mac Edition","2006",0.128,600,8,4,"Yes","IGP","Kalindi"
"NVIDIA","GeForce 7300 GT AGP","2006",0.128,760,8,4,"Yes","IGP","Scrapper Lite"
"NVIDIA","GeForce 7300 GT","2006",0.128,514,8,4,"Yes","IGP","Scrapper Lite"
"ATI","Radeon X800 GT","2005",0.128,300,44,8,"Yes","IGP","Picasso"
"ATI","Radeon X800 CrossFire Edition","2005",0.256,300,44,8,"Yes","IGP","Picasso"
"ATI","Radeon X1800 XT","2005",0.512,300,44,8,"Yes","IGP","Picasso"
"ATI","Radeon X1800 XL","2005",0.256,300,44,8,"Yes","IGP","Raven"
"ATI","Radeon X1800 CrossFire Edition","2005",0.512,300,44,8,"Yes","IGP","Raven"
"NVIDIA","Quadro FX Go1400","2005",0.256,300,44,8,"Yes","IGP","Raven"
"NVIDIA","Quadro FX 4500","2005",0.512,300,44,8,"Yes","IGP","Raven"
"NVIDIA","Quadro FX 4400G","2005",0.512,300,40,20,"Yes","Ring Bus","Raptor Lake GT1"
"NVIDIA","Quadro FX 4400","2005",0.512,300,40,20,"Yes","Ring Bus","Alder Lake GT1"
"NVIDIA","Quadro FX 3450","2005",0.256,300,40,20,"Yes","Ring Bus","Tiger Lake GT2"
"NVIDIA","Quadro FX 2500M","2005",0.512,300,40,8,"Yes","IGP","Raven"
"ATI","Mobility Radeon X800 XT","2005",0.256,300,40,8,"Yes","IGP","Picasso"
"NVIDIA","GeForce Go 7800 GTX","2005",0.512,300,40,8,"Yes","IGP","Picasso"
"NVIDIA","GeForce Go 6800 Ultra","2005",0.256,300,40,8,"Yes","IGP","Raven"
"ATI","Xbox 360 GPU 90nm","2005",0.512,497,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X740 XL","2005",0.128,497,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X550 HyperMemory","2005",0.256,424,8,4,"Yes","IGP","Scrapper Lite"
"ATI","Radeon X550","2005",0.128,450,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1600 XT","2005",0.256,450,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1600 PRO","2005",0.256,450,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1300 PRO AGP","2005",0.256,300,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1300 PRO","2005",0.128,400,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1300 PCI","2005",0.128,300,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1300 AGP","2005",0.256,225,8,4,"Yes","IGP","Kalindi"
"ATI","Radeon X1300","2005",0.128,720,8,4,"Yes","IGP","Scrapper Lite"
"ATI","Radeon X1300","2005",0.256,480,8,4,"Yes","IGP","Scrapper Lite"
"ATI","Radeon 9550 XT","2005",0.128,650,16,1,"Yes","Ring Bus","Ivy Bridge GT2"
"ATI","Mobility Radeon X700 XL","2005",0.128,650,16,2,"Yes","Ring Bus","Ivy Bridge GT2"
"ATI","Mobility Radeon X700","2005",0.128,650,16,2,"Yes","Ring Bus","Ivy Bridge GT2"
"NVIDIA","GeForce 6200 LE AGP 512 MB","2004",0.512,350,12,2,"Yes","Ring Bus","Comet Lake GT1"
"NVIDIA","GeForce 6200","2004",0.128,300,12,2,"Yes","Ring Bus","Coffee Lake GT1"
"ATI","FireGL V5000","2004",0.128,350,12,2,"Yes","Ring Bus","Coffee Lake GT1"
"ATI","FireGL V3200","2004",0.128,200,12,2,"Yes","Ring Bus","Gemini Lake GT1"
"ATI","All-In-Wonder X800 GT","2004",0.128,300,12,2,"Yes","Ring Bus","Kaby Lake GT1"
"ATI","All-In-Wonder 9600 XT","2004",0.128,350,12,2,"Yes","Ring Bus","Kaby Lake GT1"
"ATI","All-In-Wonder 9200","2004",0.128,300,12,3,"Yes","Ring Bus","Skylake GT1"
"NVIDIA","Quadro FX 3000","2003",0.256,300,36,8,"Yes","IGP","Picasso"
"ATI","Mobility Radeon 9200","2003",0.032,350,72,9,"Yes","Ring Bus","Skylake GT4e"
"NVIDIA","GeForce PCX 5900","2003",0.128,350,72,9,"Yes","Ring Bus","Skylake GT4e"
"NVIDIA","GeForce FX 5950 Ultra","2003",0.256,350,72,9,"Yes","Ring Bus","Skylake GT4e"
"NVIDIA","GeForce FX 5900","2003",0.128,300,32,16,"Yes","Ring Bus","Raptor Lake GT1"
"NVIDIA","GeForce FX 5700","2003",0.128,800,32,16,"Yes","PCIe 4.0 x8","Phoenix"
"ATI","FireGL 9800 X2-256T","2003",0.256,800,32,16,"Yes","PCIe 4.0 x8","Phoenix"
"ATI","FireGL 9800 X2-256","2003",0.256,300,32,16,"Yes","Ring Bus","Meteor Lake GT1"
"ATI","All-In-Wonder 9800 PRO","2003",0.128,300,32,16,"Yes","Ring Bus","Alder Lake GT1"
"ATI","All-In-Wonder 9700 PRO","2003",0.128,300,32,8,"Yes","IGP","Barcelo"
"XGI","Volari V8 Ultra","2003",0.256,350,12,2,"Yes","Ring Bus","Skylake GT1"
"XGI","Volari V8 Ultra","2003",0.256,200,12,2,"Yes","Ring Bus","Apollo Lake GT1"
"XGI","Volari V8","2003",0.256,320,12,2,"Yes","Ring Bus","Braswell GT1"
"XGI","Volari V8","2003",0.256,100,12,2,"Yes","Ring Bus","Broadwell GT1"
"XGI","Volari V5 Ultra","2003",0.256,500,12,2,"Yes","Ring Bus","Braswell GT1"
"XGI","Volari V5 Ultra","2003",0.256,850,12,2,"Yes","Ring Bus","Sandy Bridge GT2"
"XGI","Volari V5","2003",0.256,350,12,2,"Yes","Ring Bus","Sandy Bridge GT2"
"XGI","Volari V5","2003",0.256,650,12,2,"Yes","Ring Bus","Sandy Bridge GT2+"
"XGI","Volari V3 XT","2003",0.128,850,12,2,"Yes","Ring Bus","Sandy Bridge GT2+"
"XGI","Volari V3","2003",0.128,850,12,2,"Yes","Ring Bus","Sandy Bridge GT2"
"XGI","Volari Duo V8 Ultra","2003",0.128,133,16,2,"Yes","QPI","Ironlake"
"ATI","Radeon 9800 SE","2003",0.128,533,12,2,"Yes","QPI","Ironlake"
"ATI","Radeon 9700 PRO X4","2002",0.128,300,32,8,"Yes","IGP","Cezanne"
"ATI","Radeon 9700 PRO","2002",0.128,300,32,8,"Yes","IGP","Cezanne"
"ATI","Radeon 9700","2002",0.128,200,32,8,"Yes","Ring Bus","Lakefield GT2"
"Matrox","Parhelia 256 MB","2002",0.256,400,32,8,"Yes","IGP","Renoir"
"Matrox","Parhelia 128 MB","2002",0.128,400,32,8,"Yes","IGP","Renoir"
"Matrox","Parhelia 128 MB","2002",0.128,300,32,8,"Yes","Ring Bus","Ice Lake GT2"
"ATI","FireGL 9700 X1-256p","2002",0.256,300,32,8,"Yes","IGP","Raven"
"ATI","FireGL 9700 X1-256","2002",0.256,300,32,8,"Yes","IGP","Picasso"
"ATI","FireGL 9700 X1-128","2002",0.128,300,32,8,"Yes","IGP","Picasso"
"ATI","FireGL 9500 Z1-128","2002",0.128,300,32,8,"Yes","IGP","Picasso"
"ATI","Mobility FireGL 9000","2002",0.064,200,10,1,"Yes","Ring Bus","Haswell GT1"
"Matrox","Millenium P750","2002",0.128,200,10,1,"Yes","Ring Bus","Haswell GT1"
"Matrox","Millenium P650","2002",0.128,523,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 Ti 4600","2002",0.128,500,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 Ti 4400","2002",0.128,276,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 Ti 4200-8X","2002",0.064,276,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 Ti 4200-8X","2002",0.064,277,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 Ti 4200","2002",0.064,508,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 MX 460","2002",0.064,276,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 MX 440-SE","2002",0.064,276,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 MX 440-SE","2002",0.064,488,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 MX 440-8x","2002",0.064,500,8,4,"Yes","IGP","Loveland"
"NVIDIA","GeForce4 MX 440 Mac Edition","2002",0.064,640,10,1,"Yes","FSB","Montevina"
"NVIDIA","GeForce4 MX 440","2002",0.064,533,10,1,"Yes","FSB","Cantiga"
"NVIDIA","GeForce4 MX 420","2002",0.064,400,10,1,"Yes","FSB","Eaglelake"
"NVIDIA","GeForce4 488 Go","2002",0.064,533,10,1,"Yes","FSB","Eaglelake"
"ATI","Fire GL4","2001",0.128,300,32,8,"Yes","IGP","Raven"
"ATI","Fire GL3","2000",0.128,300,32,8,"Yes","IGP","Raven"
"ATI","Fire GL2","2000",0.064,300,32,8,"Yes","IGP","Raven"
"ATI","Fire GL1","1999",0.032,854,32,16,"Yes","IGP","GV10B"
"NVIDIA","GeForce 256 SDR","1999",0.032,350,6,1,"Yes","Ring Bus","Ivy Bridge GT1"
"NVIDIA","GeForce 256 DDR","1999",0.032,650,6,1,"Yes","Ring Bus","Ivy Bridge GT1"
"ATI","All-In-Wonder 128 PRO Ultra","1999",0.032,650,6,1,"Yes","Ring Bus","Sandy Bridge GT1"
"ATI","All-In-Wonder 128 PRO","1999",0.032,350,6,1,"Yes","Ring Bus","Sandy Bridge GT1"
"ATI","All-In-Wonder 128 PCI","1999",0.016,450,16,8,"Yes","PCIe 2.0 x16","C89"
"ATI","All-In-Wonder 128","1999",0.032,450,16,8,"Yes","PCIe 2.0 x16","C89"
